company,description,keyword,location,posted_date,title
NEO SOFT,"Votre mission


Dans le cadre de projets chez nos clients grands comptes, nous recherchons un Ingénieur études et développement PHP (F/H), afin d’accompagner nos clients dans le développement de leurs portails web.



Au sein d’une équipe de développeurs travaillant en mode Agile, vous serez amené à :

Contribuer à la rédaction des spécifications techniques

Concevoir et développer de nouveaux modules

Participer aux phases de tests (unitaires et d’intégration)



Compétences techniques

Développement objet PHP5

Maîtrise des frameworks Zend, Sympfony2 et/ou Drupal.


Votre profil


De formation supérieure (Bac+3 à Bac+5), vous justifiez d’une première expérience à un poste similaire. Impliqué et curieux, vous aimez découvrir de nouvelles technologies et avez le goût du travail bien réalisé.",machine learning,NEO SOFT,,Ingénieur études et développement PHP
Amossys,"Vos missions



Dans le cadre de ses activités de CESTI (Centre d’Evaluation de la Sécurité des Technologies de l’Information ; agréé par l’ANSSI et accrédité par le COFRAC), AMOSSYS évalue la sécurité de produits logiciels.




Membre de l’équipe Évaluation, vos principales missions seront de :



Rechercher des failles cryptographiques dans divers produits et solutions de sécurité, dans des domaines variés (réseau, objet connecté, système industriel, outil de chiffrement, etc.)

Consigner les résultats de ces travaux, émettre un avis d'expert sur leur sécurité, puis les soutenir auprès de l'ANSSI et du client final. Ces travaux s'inscrivent dans le cadre des visas de sécurité délivrés par l'ANSSI

Participer à l’activité de veille dans le domaine de la cryptographie

Dans le cadre de vos travaux d’Evaluation et selon vos compétences et appétences, vous pourrez être amené(e) à :



Evaluer la sécurité globale de produits ou solutions

Travailler en collaboration avec les autres pôles d’activité d’AMOSSYS (Etudes, CERT, Audit, etc.)

Contribuer au développement et au rayonnement de l’activité (communication, etc.)

En rejoignant le pôle Evaluation d’AMOSSYS, vous :



Réaliserez des missions variées en travaillant sur des technologies, produits et solutions de sécurité diversifiés

Intégrerez une équipe dynamique d’une quinzaine d’Ingénieurs analystes

Partagerez votre expertise tout en développant vos compétences



Votre profil



D’un niveau de qualification Ingénieur / Bac+5, vous possédez des compétences avérées dans le domaine de la cryptographie, idéalement que vous avez déjà mises en pratique dans le cadre d’expériences professionnelles antérieures.




Vous détenez des compétences dans les domaines suivants :



Cryptographie

Bases de la sécurité informatique (systèmes, réseaux, mobiles)

Développement d'outils logiciels et de scripts (langage au choix : Python, Bash, etc.)



Des connaissances dans un ou plusieurs des domaines ci-dessous seraient un plus :



Technologies sans fil

Systèmes industriels

Systèmes embarqués

Rétro-ingénierie

Virtualisation et hyperviseur

Processus CSPN et/ou Critères Communs

D’un bon relationnel, vous appréciez travailler en équipe et partager votre expertise. Soucieux(se) de la satisfaction client vous portez une attention particulière à la qualité de votre travail et des livrables et détenez de bonnes capacités de communication en français et anglais.



Vous aimez faire face à des défis techniques et/ou technologiques et actualisez continuellement vos connaissances dans le domaine (veille, challenges, conférences, etc.). Vous êtes curieux(se) et force de proposition.




Modalités & avantages



Salaire : à négocier en fonction de votre expérience et de vos compétences

Déplacements professionnels : très ponctuels chez les clients et/ou prestataires (sur le territoire national)

Avantages organisationnels : télétravail, compensation des déplacements, prestations au forfait (pas de régie !)

Avantages sociaux : titres-restaurant ; prime de vacances ; intéressement/participation ; mutuelle ; chèques vacances, cadeaux, culture



Pourquoi nous rejoindre ?



AMOSSYS est une entreprise dynamique qui vous offre l’occasion d’intervenir sur des projets cyber à forte technicité pour des clients variés et sur des cas d’usage très diversifiés. Avec ses 65 collaborateurs, c’est une société à taille humaine proposant un cadre et des conditions de travail particulièrement appréciés : partage des connaissances et montée en compétences, équilibre vie professionnelle et vie personnelle… Si vous appréciez de travailler dans une ambiance conviviale où le collectif est mis à l’honneur : rejoignez-nous !



Merci d’adresser votre candidature sous la référence 01-13-CRYPTO à rh@amossys.fr",machine learning,Amossys,,INGENIEUR ANALYSTE EN CRYPTOGRAPHIE (H/F)
Ajc Ingenierie pour Sopra Steria,"Sopra Steria, recrute par le biais d'AJC INGENIERIE dans le cadre de la POEI (Préparation Opérationnelle à l'Emploi Individuelle).
Après
une formation
de 57 jours en partenariat avec l’organisme de formation AJC Ingénierie, vous intégrerez le Groupe SOPRA STERIA en CDI 
à un poste de 
Futur Consultant Devops H/F
Sopra Steria, fort de près de 42 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services. En forte croissance, le Groupe accueillera 3 100 talents en 2018 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers. Vous aussi, rejoignez-nous et participez au monde numérique de demain !
L’émergence du Cloud, de l’internet des objets et du Big Data pousse nos clients à se transformer. Pour répondre à leurs besoins, nous combinons des équipes internationales de consultants et d’experts certifiés de l’exploitation pour concevoir, construire, déployer et exploiter les futures solutions d’infrastructure management. Intégrez nos équipes qui évoluent dans un environnement hautement technologique !
Mission
Au sein de l'entité I2S, l'équipe Conseil & Solution accompagne ses clients de bout en bout tout au long de la Chaine de Valeur des services (du Conseil à la mise en œuvre & Opérations). Afin d'accroitre son développement, notre équipe a besoin de se doter de nouveaux profils, doté d'un fort potentiel dans le domaine du DevOps.
Vous rejoignez une équipe de consultants et d'experts afin d'intervenir sur des missions de consulting autour du DevOps.
Vous aurez pour mission d'accompagner nos clients en tant que consultant et participer à des projets autour de : - Conseil stratégique : état des lieux, design de la cible et recommandations, analyse d'impact (organisation, processus et contrats) - Définition d'une organisation DevOps: spécifier l'organisation et la trajectoire d'évolution et de formation, définir les normes et standards, positionner les indicateurs de suivis de l'amélioration - Formation et coaching des équipes: formation et certification à DevOps (Sopra Steria est organisme certificateur)accompagnement/coaching opérationnel des équipes de Développement et de Production - Mise en place des outils : installation et configuration des outils d'automatisation des tests et de déploiement en production - Accompagnement au changement: mise en place des modes de fonctionnement DevOps avec l'ensemble des acteurs concernés (internes, AD, TMA, TRA, IM), communication, mobilis
Profil recherché
Nous recrutons des Ingénieurs de formation scientifique Bac+5 débutants (Chimie, Physique, Mathématiques, Biologie, commerce, communication, Industrielle...)
Vous êtes doté d'un sens du service client et d'un sens du résultat. Vous êtes autonome et souhaitez participer à des projets d'envergures pour nos clients, alors rejoignez un groupe ambitieux !
Vous êtes passionné(e) d'innovation et aimez les challenges, alors rejoignez-nous !
Date de début prévue : 15/02/2021
Type d'emploi : Temps plein, CDI
Salaire : 32 000,00€ par an
Horaires :
Du Lundi au Vendredi",machine learning,Ajc Ingenierie pour Sopra Steria,,Ingénieur IT H/F
ELSYS-DESIGN,"Nous souhaitons renforcer notre équipe logiciel embarqué avec un ingénieur développement drivers & couches basses.


Vous serez intégré à notre équipe Elsys Design de l'Ouest, spécialisée dans l’implémentation de fonctions communicantes (Bluetooth, Lora, Zigbee, SigFox, NFC, UWB …) sur microcontrôleur.

En mission chez un de nos clients dans le domaine, vous interviendrez sur l’ensemble du cycle de développement logiciel :


Pré-étude en lien avec le chef de projet

Définition de l'architecture, vous serez force de proposition

Développement des drivers et des couches basses en C/C++

Développement de protocoles de communication (Ethernet, Bluetooth, Wifi, Zigbee, NFC, UWB)

Intégration du logiciel sur cible

Vérification du code

Debug et support à la validation


Vos cibles de développement seront des microcontrôleurs à base d’architecture ARM Cortex-M. Vous aurez à prendre en compte 3 aspects majeurs dans vos développements: la consommation, la sécurité ainsi que la performance.


Profil recherché


Ce qui est très important pour candidater à ce poste

Être diplômé d'une école d'ingénieur ou équivalent avec une spécialisation embarquée

Justifier de 3 années d'expérience (stages inclus) en développement c embarqué

Avoir connaissance des protocoles de communication sans fil

Des compétences en développement bas niveau et microcontrôleur

Anglais courant (écrit et oral)


Vous souhaitez travailler dans un environnement convivial au sein d’une équipe technique passionnée. Vous pensez que ce poste est fait pour Vous ? Envoyez-moi vite un mail à philippe.laurent@elsys-design.com


A propos de ELSYS-DESIGN

ELSYS Design, c’est à l’origine l’histoire de deux ingénieurs, Radomir & François, qui ont choisi de fonder une entreprise spécialisée dans les systèmes embarqués.Vous trouverez trois principaux domaines d’expertise chez ELSYS Design : la micro-électronique (FPGA, ASIC, SoC…), la carte électronique et le logiciel embarqué. Nous les mettons en œuvre au sein de nos bureaux d’études pour réaliser des solutions complètes, ou directement chez nos clients multisectoriels pour les aider à relever les défis liés à la conception et au développement de leurs technologies de pointe. Nos fondateurs, business managers et équipes techniques sont tous ingénieurs de formation. Ils sont animés par une passion commune pour la technique, qui constitue un élément important de notre identité.Si vous aussi, vous voulez écrire la suite de l’histoire avec nous, rejoignez ELSYS Design !",machine learning,ELSYS-DESIGN,,Ingénieur Logiciel embarqué couches basses
Vidon,"Nous recherchons deux ingénieurs brevets TIC,

un expérimenté et un junior



Qui veut rejoindre notre « équipage » ?



Vous êtes passionné(e) de Propriété Intellectuelle, mais fatigué(e) de perdre du temps dans les transports en commun ? Vous souhaitez rester à la pointe du métier de Conseil, mais rêvez de larguer plus souvent les amarres ?



Venez rejoindre l’un des plus grands cabinets de Conseil en Propriété Industrielle français, qui porte dans son ADN ses origines bretonnes !


Le 
Groupe Vidon
 recherche, pour accompagner son développement de clientèle et sa croissance 
un(e) ingénieur(e) Brevet expérimenté(e)
, Mandataire agréé́(e) devant l’Office Européen des Brevets, de préférence également qualifié(e) en brevets en France.



Vous intégrerez une équipe en croissance proposant des services à haute valeur ajoutée, et attachée à une forte proximité avec ses clients et à un grand professionnalisme.



Parfaitement autonome, vous êtes à l’aise dans les domaines généraux de l’électronique et des télécoms, et tout particulièrement intéressé(e) par l’informatique, la cryptographie et le chiffrement. Vous justifiez d’une expérience significative dans la rédaction et la gestion des procédures de délivrance des demandes de brevet et brevets, l’étude de liberté́ d’exploitation, l’analyse des brevets de tiers, complétée, le cas échéant, par une expérience en contentieux.



Lieu :
 vous serez rattaché(e) à l’un des bureaux du Groupe, dont les bureaux principaux de Rennes et Nantes, ou notre antenne de Paris (si vous ne parvenez vraiment pas à renoncer aux transports en commun bondés et aux bouchons…). Possibilité de télétravail.



Qualités requises : 
vous saurez nous convaincre d’une bonne aptitude à la rédaction d’écrits, d’une grande rigueur, d’un esprit d’équipe (notamment pour participer à nos événements sportifs d’entreprise !) et d’un bon potentiel d’évolution dans une structure dynamique
. Il vous sera le cas échéant proposé de prendre la direction d’une équipe d’ingénieurs.



Enfin, vous maîtrisez parfaitement le français et l’anglais, à l’écrit comme à l’oral, pour servir l’ensemble de nos clients internationaux.



Et si votre expérience d’une ou deux années dans la PI ne vous permet pas encore de satisfaire toutes ces conditions, n’hésitez pas néanmoins à rejoindre nos équipes en tant qu’
ingénieur(e) Brevets junior, 
de préférence diplômé(e) du CEIPI.



Venez prendre l’air marin en Bretagne-Pays de Loire, pour oxygéner vos neurones et relever ainsi le défi d’un travail intense et stimulant, en adressant votre candidature (CV, lettre de motivation, prétentions) à l’adresse suivante : 
nemery@vidon.com",machine learning,Vidon,,"ingénieurs brevets TIC, un expérimenté et un junior"
VeoNum,"VeoNum est une ESN rennaise à taille humaine. Elle est née de l’envie de ses fondateurs, tous issus d’école d’ingénieur, de partager, avec bienveillance, une aventure avec ses collaborateurs en privilégiant le bien-être et l’expertise.


Au travers de son laboratoire R&D, VeoNum s’est engagé dans une démarche d’innovation appliquée au développement de produits. Ainsi VeoNum offre à ses collaborateurs la possibilité de développer leurs compétences et leur expertise.



Ce positionnement a conduit tout naturellement VeoNum à travailler en étroite collaboration avec les centres de R&D de ses clients ainsi que des laboratoires d’école d’ingénieurs comme l’INSA de Rennes.


Tu recherches de nouveaux challenges en phase avec tes attentes (métier, environnement technique, localisation géographique…) et tu souhaites t’épanouir dans ton projet professionnel, alors rejoins-nous.



Ce positionnement d’expertise et de R&D a conduit naturellement VeoNum à collaborer avec les centres de R&D de ses clients rennais ainsi que des laboratoires d’école d’ingénieur comme l’INSA de Rennes.



Pour accompagner sa croissance à Rennes, VeoNum propose le poste suivant :


Ingénieur Bench H/F




Au sein d
’une équipe stimulante et 
sympathique, tu seras
 amené(e) à apporter ton expertise en terme de dimensionnement et choix des plateformes produits
.


Tes activités principales au quotidien


Définir, réalise et analyser les tests nécessaires pour qualifier le matériel.


Identifier les goulots d’étranglements et si proposez des solutions pour en limiter les impacts,


Participer au choix du matériel pour les produits (stockage, servers, CPU, mémoire,…),


Participer à la définition des spécifications des produits (performances, limites),


Qualifier de nouvelles versions du hardware (serveur, stockage,…),


Effectuer une veille technologique sur les matériels (serveur, stockage,…),


Fournir des outils (abaques) pour aider au dimensionnement des solutions,


Aider l’équipe avant-vente pour le dimensionnement des offres.


Pré-requis


Maîtrise totale des environnements Linux.


Bonne connaissance des réseaux IP.


Bonne connaissance des systèmes de stockage.


Autonomie et une grande rigueur.


Communication claire et synthétique, travail en équipe.




Les connaissances suivantes seraient un plus :




Outil Spirent/Avalanche.


Environnement de tests haute performance (réseau 10/40/100G, NAS PetaBytes, plateforme distribuée, …).


Protocoles de streaming (HLS, DASH, …)




De formation supérieure (bac+5, école ou université), tu possèdes une première expérience réussie dans ce domaine.



Au-delà de ton expertise technique, tu fais preuve de qualités relationnelles, de grande autonomie, du sens du service et tu es force de proposition.



Le poste est basé à Rennes.



Le poste est basé à Rennes.",machine learning,VeoNum,,Ingénieur Bench H/F
Fed IT,"Camille Bernard, consultante chez Fed IT, recrute pour son client, société dans le secteur industriel, son ou sa prochain(e) administrateur système et réseau (F/H) en CDI.


Rattaché(e) directement au Responsable Informatique, vous intégrez une équipe de 5 personnes et participez au support et à la gestion de projet infra


A ce titre, vos missions sont les suivantes ;





Assurer l’administration d’une centaine de serveurs, ainsi que des équipements réseau et de sécurité sur les plans matériels et logiciels : installation, configuration, exploitation, maintenance, évolution et veille technologique,


Assurer l’administration des sauvegardes ainsi que le déploiement des postes de travail et du support utilisateurs,


Assurer le support de niveau 2 et 3,


Accompagnement des métiers et participation à la mise en place de nouvelles solutions.



Issu(e) d’une formation informatique, vous justifiez à minima de 3 ans d’expérience dans l’administration informatique.


Bon communicant, vous êtes bienveillant et savez travailler en équipe agile. Vous prônez la culture du feedback dans le bon déroulement d’un projet.

Vous êtes intéressé(e) par la veille technologique et les nouvelles technologies.



Connaissances techniques :




Windows (AD, Exchange, DNS, DHCP, DFS, WDS) / Linux / OS,


Réseaux Cisco, Dell, switch, routage, VLAN, VPN, NAT, Virtualisation (VMWare, HyperV), fortinet, TCP/IP et VoIP,


Environnement Citrix,


Système de messagerie (Exchange).



Poste basé à Chantepie (35).

Anglais professionnel.

Déplacements ponctuels au niveau national et européen.",devops,Fed IT,,Administrateur Système & Réseau (F/H)
Telitem,"QUI SOMMES-NOUS
 
?



Créé début 2014, telitem se positionne comme expert en convergence technologique sur la région du Grand Ouest.



Basé à Rennes (siège social), Nantes et Paris, nous intervenons sur trois grands domaines métiers :




Télécoms, réseaux et multimédias,


Système d’information et informatique mobile,


Informatique embarquée.




Nous avons besoin de vous !



QUELLE EST LA MISSION
 
?



Nous recherchons pour l’un de nos clients, un 
Ingénieur Linux embarqué (F/H).



Au sein d’une équipe projet :


Vous prendrez en charge le développement de prototypes ou de nouvelles fonctionnalités sur des plates-formes / terminaux ayant de fortes contraintes temps réel de types Smartphone ou tablettes…



QUELLES SONT LES QUALITES RECHERCHEES
 
?

De formation Bac +4/5 en informatique, vous justifiez 
d’une expérience en spécification et développement dans environnement embarqué Linux,

Vous avez une solide compétence en langage C et maîtrisez une ou plus des technologies suivantes :


Connaissances de Kernel Linux ou autre, (exemple : Drivers, Power management, Gestion mémoire, Timers, Interruptions, Boot…).


Développement de drivers de périphériques (exemple : USB, Bluetooth, NFC, Wifi…).


Pratique d’outils comme : Gcc, git, sonde JTAG et émulateur, etc….


Connaissance de cible type ARM, PowerPC, …


Vous avez un niveau en Anglais professionnel vous permettant de suivre et participer à des réunions dans un contexte international.


Vous devrez vous impliquer dans l’analyse de spécifications fonctionnelles, l’architecture, de rédaction des spécifications techniques le développement de drivers et vous apporterez un support aux équipes d’intégration logicielle et produit



Vous êtes soucieux(se) de la qualité du code ? Vous aimez gérer des projets techniques ?





Poste en CDI à Rennes



Rémunération : Selon le profil et l’expérience



Contact : recrutement@telitem.com",machine learning,Telitem,,Ingénieur Linux embarqué (F/H)
ELSYS-DESIGN,"Pour un projet de maintenance préventive, vous mettrez en place le décodage et l'analyse de l'ensemble des trames échangées par les différents équipements d'un véhicule sur un réseau industriel:



recensement des messages attendus par analyse des documentations des équipements


développement d'un outil de capture et d'analyse de trames et d'affichage de ces messages


spécification des messages contenant les informations utiles au diagnostic



Profil recherché


De formation ingénieur·e ou équivalent, vous avez une expérience de développement sur des sujets réseaux, si possible industriels.



programmation embarquée en C et C++


pilotage d'interfaces résseau


analyse des trames


programmation d'IHM (PC)


capacité d'analyse et de rédaction documentaire.



L'anglais est indispensable pour ce poste.


A propos de ELSYS-DESIGN

ELSYS Design rassemble une communauté de spécialistes en systèmes embarqués passionnés par leur métier et par les nouvelles technologies.Conjuguant expertise technique et savoir-faire métier, nos ingénieurs interviennent sur l’ensemble du cycle de développement de systèmes complexes, au sein de nombreuses industries.Fondé et managé par des ingénieurs, ELSYS Design cultive un modèle spécifique avec une identité et des valeurs fortes.Vous aimez les défis techniques ? Vous cherchez de vraies opportunités de carrière ? Alors rencontrons-nous !",machine learning,ELSYS-DESIGN,,Ingénieur·e informatique embarquée spécialisé réseaux
Néo-Soft Groupe,"Descriptif du poste

Vous interviendrez principalement pour nos clients dans le domaine de la TV Numérique ou des Télécoms et serez amené à :

Rédiger des spécifications techniques et fonctionnelles

Faire les choix techniques et participer à la définition des architectures

Concevoir et développer sous Linux et/ou Windows

Définir et mettre en place des tests unitaires, tests fonctionnels

Gérer la maîtrise de la qualité et le respect des délais sur les livrables



Environnement de travail :

Équipe allant de 5 à 15 personnes

Projets internationaux

Compétences techniques :

Vous savez manipuler les OS Windows & Linux

Vous connaissez les outils d’intégration tels que Jenkins, Gitlab CI…

Vous avez des connaissances en Modélisation UML.

Les + :

Connaissances du multithreading et Python (pour les tests)

Connaissances des protocoles MPEG-2 TS, MPEG-4, DVB, vidéo sur IP, HDMI

Expérience en méthode Agile.

Profil recherché

Vous justifiez de 2 ans d’expérience minimum en développement en C/C++ et d'une expérience de travail dans un environnement TV Numérique.

Entreprise

Fédérateur de talents au service de l'excellence digitale, Néo-Soft est un Groupe indépendant de conseil en transformation digitale. Reconnu pour l’expertise de ses 1 400 consultants et ses 16 implantations dans 4 pays, nous sommes spécialisés dans 5 domaines d'expertise :

Conseil & Gestion de projet

Domaine applicatif

Systèmes & Réseaux

Cybersécurité grâce notre filiale dédiée Cogital

Data

Notre triple certification (ISO 27001 pour la sécurité, ISO 9001 pour la qualité et le label Engagé RSE AFNOR pour la Responsabilité Sociale des Entreprises) vise à apporter l’expertise de nos consultants dans un environnement sécurisé pour nos clients.

Nous intervenons auprès des Grands Comptes, PME et start-ups des secteurs suivants :

Banques & Assurances

Télécoms & Médias

Aéronautique & Spatial

Défense

Santé & Prévoyance

Secteur public

Industrie, Transport & Energie

Retail

Service

Distribution

En savoir plus sur l'entreprise

Autres offres de l'entreprise

Processus de recrutement

Personne en charge du recrutement

MOHAMED SFAR GANDOURA - 
CHARGE DE RECRUTEMENT",machine learning,Néo-Soft Groupe,,Ingénieur études et développement C/C++ F/H
Conserto,"Avant de parler boulot, parlons un peu de l’entreprise !



CONSERTO est née il y a 7 ans à Nantes, désormais notre siège. On s'est beaucoup développé, aujourd'hui nous sommes plus de 370 salariés répartis sur 8 agences : Nantes, Rennes, Niort, Paris, Montpellier, Toulouse, Bordeaux & Lyon !



Nous avons voulu une société Agile, au plus proche de nos collaborateurs et de nos clients,



Comment ?




Par l'indépendance de nos agences


Une relation 1 TO 1 avec l'ensemble des parties prenantes


Une société technophile basée sur la création de communautés de passionnés et d'experts sur les métiers du digital, cloud, embarqué & robotique.




 Notre modèle est basé sur 
l’accompagnement de chacun
, 
l’innovation permanente
, et 
l’expertise technique.



Pourquoi Conserto ?




Pour construire un 
projet pro/carrière
 (Formations, Conférences, évènements techniques)


Pour être dans une société où il fait 
bon vivre
 (mobilité restreinte, Great Place to Work)


Pour rejoindre une 
équipe
 (soirées d’agences, afterworks, défis sportifs, Ludoserto)




Pour l’un de nos clients du bassin rennais, novateur dans les services de contenu vidéo, nous recherchons un Ingénieur Intégrateur. Vous joindrez une équipe en charge de faciliter l’intégration des solutions avec les partenaires, contribuant à la stratégie d’intégration continue et assurant le support de niveau 3. Vous interviendrez sur les rôles suivants :




Mise à disposition des plateformes systèmes


Automatiser la chaine d’intégration continue


Fourniture des flux de tests nécessaires aux équipes de R&D


Contribution du support niveau 3




Fort d’une expérience d’au moins 3 ans en TV Numérique, vous maîtrisez les éléments suivants :




Intégration continue, Continuous Delivery, Jenkins V2, puppet, ansible…


Linux RHES, CENTOS, Windows


Virtualisation (VMWare – Vsphere)


Java/JEE/JS ainsi que du langage de scripts Python


Technologie OTT (ABR, DRM)


CAS


Cloud AWS, Docker


Anglais




Vous êtes en outre habitué aux techniques DEVOPS, rigoureux et autonome, faisant preuve d’une aisance relationnelle pour travailler en équipe.



N'attendez plus pour nous rejoindre !


-> Cette offre est ouverte aux personnes en situation de handicap",machine learning,Conserto,,Ingénieur intégrateur H/F
Ajc Ingenierie pour Sopra Steria,"Sopra Steria, recrute par le biais d'AJC INGENIERIE dans le cadre de la POEI (Préparation Opérationnelle à l'Emploi Individuelle).
Après
une formation
de 57 jours en partenariat avec l’organisme de formation AJC Ingénierie, vous intégrerez le Groupe SOPRA STERIA en CDI 
à un poste de 
Futur Consultant Devops H/F
Sopra Steria, fort de près de 42 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services. En forte croissance, le Groupe accueillera 3 100 talents en 2018 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers. Vous aussi, rejoignez-nous et participez au monde numérique de demain !
L’émergence du Cloud, de l’internet des objets et du Big Data pousse nos clients à se transformer. Pour répondre à leurs besoins, nous combinons des équipes internationales de consultants et d’experts certifiés de l’exploitation pour concevoir, construire, déployer et exploiter les futures solutions d’infrastructure management. Intégrez nos équipes qui évoluent dans un environnement hautement technologique !
Mission
Au sein de l'entité I2S, l'équipe Conseil & Solution accompagne ses clients de bout en bout tout au long de la Chaine de Valeur des services (du Conseil à la mise en œuvre & Opérations). Afin d'accroitre son développement, notre équipe a besoin de se doter de nouveaux profils, doté d'un fort potentiel dans le domaine du DevOps.
Vous rejoignez une équipe de consultants et d'experts afin d'intervenir sur des missions de consulting autour du DevOps.
Vous aurez pour mission d'accompagner nos clients en tant que consultant et participer à des projets autour de : - Conseil stratégique : état des lieux, design de la cible et recommandations, analyse d'impact (organisation, processus et contrats) - Définition d'une organisation DevOps: spécifier l'organisation et la trajectoire d'évolution et de formation, définir les normes et standards, positionner les indicateurs de suivis de l'amélioration - Formation et coaching des équipes: formation et certification à DevOps (Sopra Steria est organisme certificateur)accompagnement/coaching opérationnel des équipes de Développement et de Production - Mise en place des outils : installation et configuration des outils d'automatisation des tests et de déploiement en production - Accompagnement au changement: mise en place des modes de fonctionnement DevOps avec l'ensemble des acteurs concernés (internes, AD, TMA, TRA, IM), communication, mobilis
Profil recherché
Nous recrutons des Ingénieurs de formation scientifique Bac+5 débutants (Chimie, Physique, Mathématiques, Biologie, commerce, communication, Industrielle...)
Vous êtes doté d'un sens du service client et d'un sens du résultat. Vous êtes autonome et souhaitez participer à des projets d'envergures pour nos clients, alors rejoignez un groupe ambitieux !
Vous êtes passionné(e) d'innovation et aimez les challenges, alors rejoignez-nous !
Date de début prévue : 15/02/2021
Type d'emploi : Temps plein, CDI
Salaire : 32 000,00€ par an
Horaires :
Du Lundi au Vendredi",machine learning,Ajc Ingenierie pour Sopra Steria,,Ingénieur IT H/F
Haapie,"Lieu de travail :
 Rennes



Niveau d’expérience :
 2-3 ans



Type de contrat :
 CDI – Temps Plein



Langues :
 C, C++, Linux Embarqué



Haapie développe des assistants cognitifs et vocaux qui changeront la façon dont les humains et les machines collaborent au travail et interagissent à la maison.



Le robot Haapie-One est un exemple typique de la nouvelle génération d’assistants utilisant notre technologie de dialogue.



Nous recherchons un ingénieur talentueux pour optimiser et développer des composants clés de traitement et de communication audio au cœur de nos solutions.



 Vous maîtrisez les langages C, C++ et le kernel embarqué Linux, en développement et test, et notamment les pilotes d'acquisition et de lecture audio ALSA, et les protocoles standards comme SPI, I2s, etc. ...



Vous avez une bonne aisance relationnelle et une grande faculté d’adaptation. Vous savez échanger et communiquer efficacement avec les développeurs hardware (même ceux qui ne sont pas passionnés par Linux :-) ), et tous les membres de l’équipe qu'ils soient très techniques ou non.",machine learning,Haapie,,Ingénieur Linux Embarqué
TERRES INOVIA - THIVERVAL GRIGNON,"Terres Inovia, institut technique de la filière des graines oléo-protéagineuses et de la filière chanvre



Mission:

Rattaché(e) à la zone Centre et Ouest, vous viendrez renforcer l'équipe de Rennes pour les régions Bretagne et Pays de la Loire (hors Vendée). Il s'agira de mettre en oeuvre la stratégie de développement et de communication de l'institut sur les cultures oléo-protéagineuses et les systèmes de production les intégrant.




Vous êtes le représentant de l'institut auprès des acteurs agricoles.
Fort de votre expertise technique, vous avez la responsabilité du transfert des références sur les oléo protéagineux et de son animation en région (presse, web, supports développement, visites terrain, vidéos)
Vous contribuez à la mise en place de la stratégie d'accompagnement du développement des oléoprotéagineux sur le terrain dans le cadre du plan protéines en partenariat avec les opérateurs du territoire : suivis terrain, suivis essais et plateformes démonstration.

PROFIL SOUHAITÉ


1er expérience sur les cultures oléoprotéagineuses est un plus. Débutant accepté. Capacité d'analyse et de synthèse. Nature volontaire, esprit d'initiative. BAC+5 type ingénieur agronome ou équivalent


FORMATION


BAC+5


EXPÉRIENCE REQUISE


De 1 à moins de 3 ans


CONDITIONS


CDD. Remplacement de congé maternité à compter du 01/02/21

Rennes. Rémunération selon profil. Voiture. Titres restaurant.


STATUT


Cadre ou équivalent",machine learning,TERRES INOVIA - THIVERVAL GRIGNON,,INGÉNIEUR DÉVELOPEMENT - BRETAGNE PAYS DE LA LOIRE (HORS VENDÉE) F/H
